workload_id,timestamp_s,workload_class,priority,cpu_request,memory_request_gb,network_request_mbps,storage_request_gb,estimated_duration_s,latency_budget_ms,energy_sensitivity,edge_locality,semantic_description,stress_regime
workload-000000,38.99082,TC,3,5.1551,18.3142,239.5292,8.5259,3.05218,317.0351,0.7631,0.1407,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=5.16; memory_gb=18.31; latency_budget_ms=317.0; energy_sensitivity=0.76; edge_locality=0.14,normal
workload-000230,4006.01272,LS,2,0.5058,1.4903,93.7971,0.8169,0.40318,54.7713,0.4185,0.8651,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=0.51; memory_gb=1.49; latency_budget_ms=54.8; energy_sensitivity=0.42; edge_locality=0.87,normal
workload-000231,4051.39722,LS,1,0.7332,0.65,468.9556,1.4673,0.40556,57.0462,0.4969,0.949,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=0.73; memory_gb=0.65; latency_budget_ms=57.0; energy_sensitivity=0.50; edge_locality=0.95,normal
workload-000232,4053.73048,LS,2,2.0166,4.8541,165.656,0.2165,0.12033,42.6113,0.4337,0.9064,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.02; memory_gb=4.85; latency_budget_ms=42.6; energy_sensitivity=0.43; edge_locality=0.91,normal
workload-000233,4070.96404,LS,2,0.9434,2.7523,191.0136,1.0628,0.40414,55.413,0.5892,0.8828,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=0.94; memory_gb=2.75; latency_budget_ms=55.4; energy_sensitivity=0.59; edge_locality=0.88,normal
workload-000234,4089.80211,TX,3,3.3216,3.8373,289.3754,3.3822,0.48293,95.8347,0.4401,0.4229,transactional service requiring stable latency and low jitter; priority=3; regime=normal; cpu=3.32; memory_gb=3.84; latency_budget_ms=95.8; energy_sensitivity=0.44; edge_locality=0.42,normal
workload-000235,4098.52348,LS,2,2.9269,4.2184,480.7055,0.6495,0.1919,49.0447,0.4485,0.9741,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.93; memory_gb=4.22; latency_budget_ms=49.0; energy_sensitivity=0.45; edge_locality=0.97,normal
workload-000236,4110.92952,TX,3,2.6761,3.1949,406.6048,3.3099,0.35718,88.3972,0.2425,0.3939,transactional service requiring stable latency and low jitter; priority=3; regime=normal; cpu=2.68; memory_gb=3.19; latency_budget_ms=88.4; energy_sensitivity=0.24; edge_locality=0.39,normal
workload-000237,4116.27482,LS,2,2.713,2.8123,248.4173,1.2428,0.17498,45.1185,0.3542,0.9194,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.71; memory_gb=2.81; latency_budget_ms=45.1; energy_sensitivity=0.35; edge_locality=0.92,normal
workload-000238,4120.60486,HB,1,3.5323,10.2942,445.9125,2.4757,1.76655,192.7814,0.3801,0.4225,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=3.53; memory_gb=10.29; latency_budget_ms=192.8; energy_sensitivity=0.38; edge_locality=0.42,normal
workload-000239,4131.01425,TC,1,2.0263,7.9174,383.4361,14.2862,1.02865,276.1377,0.7488,0.2499,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=2.03; memory_gb=7.92; latency_budget_ms=276.1; energy_sensitivity=0.75; edge_locality=0.25,normal
workload-000240,4132.79741,LS,1,1.4488,4.2512,599.3936,1.4243,0.32973,44.0341,0.3735,0.9845,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.45; memory_gb=4.25; latency_budget_ms=44.0; energy_sensitivity=0.37; edge_locality=0.98,normal
workload-000241,4158.18937,TC,2,3.5277,7.8515,625.8876,16.7501,2.00039,248.8155,0.8894,0.0501,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=3.53; memory_gb=7.85; latency_budget_ms=248.8; energy_sensitivity=0.89; edge_locality=0.05,normal
workload-000242,4160.61929,TC,3,3.3827,4.8187,493.644,3.7598,1.6082,292.7653,0.7906,0.2192,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=3.38; memory_gb=4.82; latency_budget_ms=292.8; energy_sensitivity=0.79; edge_locality=0.22,normal
workload-000243,4173.4232,TC,3,5.6828,11.7381,600.3949,16.9171,2.19434,256.1371,0.745,0.2576,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=5.68; memory_gb=11.74; latency_budget_ms=256.1; energy_sensitivity=0.74; edge_locality=0.26,normal
workload-000244,4232.01796,TX,1,3.001,1.7478,436.8134,2.1038,0.46857,86.3476,0.2083,0.4539,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=3.00; memory_gb=1.75; latency_budget_ms=86.3; energy_sensitivity=0.21; edge_locality=0.45,normal
workload-000245,4246.40211,TX,1,1.1827,6.0286,157.8024,2.9454,0.59876,112.6195,0.3978,0.6983,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=1.18; memory_gb=6.03; latency_budget_ms=112.6; energy_sensitivity=0.40; edge_locality=0.70,normal
workload-000246,4249.26633,LS,2,1.6167,3.8192,428.6095,0.3699,0.29101,51.6495,0.5636,0.8842,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.62; memory_gb=3.82; latency_budget_ms=51.6; energy_sensitivity=0.56; edge_locality=0.88,normal
workload-000247,4252.31943,TC,2,6.2087,7.3817,714.995,7.4297,2.19841,302.0236,0.7587,0.279,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=6.21; memory_gb=7.38; latency_budget_ms=302.0; energy_sensitivity=0.76; edge_locality=0.28,normal
workload-000248,4252.71189,HB,1,1.8244,11.7332,360.6288,6.8442,0.97777,186.2982,0.7913,0.7754,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=1.82; memory_gb=11.73; latency_budget_ms=186.3; energy_sensitivity=0.79; edge_locality=0.78,normal
workload-000249,4268.93858,TX,2,2.3109,2.0058,79.0342,0.8276,0.53649,97.3035,0.2841,0.4613,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=2.31; memory_gb=2.01; latency_budget_ms=97.3; energy_sensitivity=0.28; edge_locality=0.46,normal
workload-000250,4274.63218,TX,1,3.3551,6.6311,307.5565,3.2758,0.17692,82.0788,0.3795,0.2807,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=3.36; memory_gb=6.63; latency_budget_ms=82.1; energy_sensitivity=0.38; edge_locality=0.28,normal
workload-000251,4277.75264,TX,2,2.5913,4.7714,245.1785,0.8625,0.66432,120.1167,0.3042,0.3555,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=2.59; memory_gb=4.77; latency_budget_ms=120.1; energy_sensitivity=0.30; edge_locality=0.36,normal
workload-000252,4307.17056,LS,2,1.5474,0.707,292.7169,1.8173,0.21528,43.4071,0.5207,0.8786,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.55; memory_gb=0.71; latency_budget_ms=43.4; energy_sensitivity=0.52; edge_locality=0.88,normal
workload-000253,4321.21477,TC,2,7.6972,16.1821,143.2835,16.6938,1.70313,276.236,0.7604,0.1516,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=7.70; memory_gb=16.18; latency_budget_ms=276.2; energy_sensitivity=0.76; edge_locality=0.15,normal
workload-000254,4359.73386,HB,1,4.1467,7.4055,505.5365,3.4209,0.40946,100.5777,0.8344,0.8242,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=4.15; memory_gb=7.41; latency_budget_ms=100.6; energy_sensitivity=0.83; edge_locality=0.82,normal
workload-000255,4371.28217,TX,1,1.0379,2.2147,349.4021,1.3476,0.33408,100.919,0.44,0.6857,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=1.04; memory_gb=2.21; latency_budget_ms=100.9; energy_sensitivity=0.44; edge_locality=0.69,normal
workload-000256,4377.43876,TX,1,3.1116,4.1494,401.5196,3.1094,0.55567,87.0363,0.4406,0.3635,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=3.11; memory_gb=4.15; latency_budget_ms=87.0; energy_sensitivity=0.44; edge_locality=0.36,normal
workload-000257,4389.48458,TX,2,1.3858,2.7076,236.5018,2.444,0.19141,106.5259,0.4248,0.3704,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.39; memory_gb=2.71; latency_budget_ms=106.5; energy_sensitivity=0.42; edge_locality=0.37,normal
workload-000258,4423.23847,LS,2,2.2417,3.9758,152.1069,0.5966,0.42015,42.3659,0.3654,0.9921,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.24; memory_gb=3.98; latency_budget_ms=42.4; energy_sensitivity=0.37; edge_locality=0.99,normal
workload-000259,4438.25883,TX,1,2.3164,4.8638,358.1503,0.5527,0.47691,79.0553,0.4429,0.4346,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=2.32; memory_gb=4.86; latency_budget_ms=79.1; energy_sensitivity=0.44; edge_locality=0.43,normal
workload-000260,4445.25473,HB,1,3.0086,2.1511,282.6906,0.803,2.16928,132.8584,0.619,0.8032,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=3.01; memory_gb=2.15; latency_budget_ms=132.9; energy_sensitivity=0.62; edge_locality=0.80,normal
workload-000261,4450.38875,TX,2,3.0294,5.0665,133.289,3.4582,0.67864,87.9162,0.3594,0.5896,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=3.03; memory_gb=5.07; latency_budget_ms=87.9; energy_sensitivity=0.36; edge_locality=0.59,normal
workload-000262,4476.68374,HB,2,3.9828,2.5268,710.5922,2.1126,1.40651,231.7246,0.4395,0.4728,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=3.98; memory_gb=2.53; latency_budget_ms=231.7; energy_sensitivity=0.44; edge_locality=0.47,normal
workload-000263,4476.95756,HB,3,3.6992,13.8496,177.9264,6.9433,0.85336,102.2348,0.457,0.3849,hybrid microservice chain with variable compute and latency demand; priority=3; regime=normal; cpu=3.70; memory_gb=13.85; latency_budget_ms=102.2; energy_sensitivity=0.46; edge_locality=0.38,normal
workload-000264,4481.62688,LS,2,1.0364,3.0908,521.7046,0.1451,0.10024,45.5314,0.5452,0.7796,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.04; memory_gb=3.09; latency_budget_ms=45.5; energy_sensitivity=0.55; edge_locality=0.78,normal
workload-000265,4482.2274,TX,1,0.6812,2.9686,335.3883,2.0847,0.59712,98.274,0.3859,0.3899,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=0.68; memory_gb=2.97; latency_budget_ms=98.3; energy_sensitivity=0.39; edge_locality=0.39,normal
workload-000266,4485.90222,TC,1,2.3417,4.9737,887.8394,11.7919,1.56733,282.0245,0.756,0.3313,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=2.34; memory_gb=4.97; latency_budget_ms=282.0; energy_sensitivity=0.76; edge_locality=0.33,normal
workload-000267,4488.65577,TC,3,6.8753,16.5856,380.3967,8.6954,3.68009,245.0342,0.7271,0.0257,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=6.88; memory_gb=16.59; latency_budget_ms=245.0; energy_sensitivity=0.73; edge_locality=0.03,normal
workload-000268,4496.65317,LS,1,2.1989,3.1145,563.3124,0.7422,0.4078,43.9004,0.4823,0.7536,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=2.20; memory_gb=3.11; latency_budget_ms=43.9; energy_sensitivity=0.48; edge_locality=0.75,normal
workload-000269,4519.35061,HB,2,4.5627,12.094,152.1993,3.9358,2.21394,249.5829,0.5917,0.7305,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=4.56; memory_gb=12.09; latency_budget_ms=249.6; energy_sensitivity=0.59; edge_locality=0.73,normal
workload-000270,4566.1958,TX,2,0.829,5.6997,319.3284,1.0881,0.69752,118.9798,0.2436,0.5361,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=0.83; memory_gb=5.70; latency_budget_ms=119.0; energy_sensitivity=0.24; edge_locality=0.54,normal
workload-000271,4570.90878,TX,2,1.4458,3.6587,141.859,2.6427,0.1896,99.265,0.2402,0.3756,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.45; memory_gb=3.66; latency_budget_ms=99.3; energy_sensitivity=0.24; edge_locality=0.38,normal
workload-000272,4572.78804,LS,1,1.5292,3.8936,582.7017,0.8556,0.09875,47.0051,0.6224,0.7702,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.53; memory_gb=3.89; latency_budget_ms=47.0; energy_sensitivity=0.62; edge_locality=0.77,normal
workload-000273,4577.51253,TC,2,6.0822,19.5113,266.793,8.1474,2.2028,305.1815,0.8267,0.0662,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=6.08; memory_gb=19.51; latency_budget_ms=305.2; energy_sensitivity=0.83; edge_locality=0.07,normal
workload-000274,4597.73002,TC,2,7.6074,7.0283,405.7645,18.3996,3.00473,257.1007,0.8832,0.2181,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=7.61; memory_gb=7.03; latency_budget_ms=257.1; energy_sensitivity=0.88; edge_locality=0.22,normal
workload-000275,4638.75145,TC,3,6.0394,16.3071,795.5733,10.509,2.05452,285.2641,0.9749,0.2256,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=6.04; memory_gb=16.31; latency_budget_ms=285.3; energy_sensitivity=0.97; edge_locality=0.23,normal
workload-000276,4648.20487,LS,1,0.9151,2.0208,437.1897,1.8659,0.18675,59.5509,0.6463,0.7832,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=0.92; memory_gb=2.02; latency_budget_ms=59.6; energy_sensitivity=0.65; edge_locality=0.78,normal
workload-000277,4677.77093,HB,1,5.4468,4.7414,607.0191,3.4457,0.315,248.3399,0.5894,0.8182,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=5.45; memory_gb=4.74; latency_budget_ms=248.3; energy_sensitivity=0.59; edge_locality=0.82,normal
workload-000278,4691.16321,TC,3,4.4936,5.1117,870.5564,14.2809,2.43624,265.131,0.7752,0.1434,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=4.49; memory_gb=5.11; latency_budget_ms=265.1; energy_sensitivity=0.78; edge_locality=0.14,normal
workload-000279,4736.14564,TX,1,0.89,5.2336,394.568,1.6622,0.15036,95.0554,0.3202,0.599,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=0.89; memory_gb=5.23; latency_budget_ms=95.1; energy_sensitivity=0.32; edge_locality=0.60,normal
workload-000280,4750.11163,HB,1,1.7134,12.4291,476.8149,1.3893,0.58074,157.2856,0.4696,0.498,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=1.71; memory_gb=12.43; latency_budget_ms=157.3; energy_sensitivity=0.47; edge_locality=0.50,normal
workload-000281,4758.44915,TX,1,3.2056,2.7186,323.3666,2.1586,0.4102,80.5267,0.4807,0.3226,transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=3.21; memory_gb=2.72; latency_budget_ms=80.5; energy_sensitivity=0.48; edge_locality=0.32,normal
workload-000282,4780.49417,TC,2,5.8621,5.2187,637.9346,18.0818,3.2279,269.122,0.7566,0.0723,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=5.86; memory_gb=5.22; latency_budget_ms=269.1; energy_sensitivity=0.76; edge_locality=0.07,normal
workload-000283,4795.84021,TX,3,0.9522,3.1623,66.4156,2.6056,0.5283,86.3563,0.4499,0.4439,transactional service requiring stable latency and low jitter; priority=3; regime=normal; cpu=0.95; memory_gb=3.16; latency_budget_ms=86.4; energy_sensitivity=0.45; edge_locality=0.44,normal
workload-000284,4799.20995,TX,3,2.2352,5.2277,265.2293,0.9844,0.24129,113.5593,0.2194,0.5399,transactional service requiring stable latency and low jitter; priority=3; regime=normal; cpu=2.24; memory_gb=5.23; latency_budget_ms=113.6; energy_sensitivity=0.22; edge_locality=0.54,normal
workload-000285,4809.26685,LS,2,2.3702,1.6338,136.0222,0.336,0.37767,36.712,0.3664,0.9158,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.37; memory_gb=1.63; latency_budget_ms=36.7; energy_sensitivity=0.37; edge_locality=0.92,normal
workload-000286,4814.68295,LS,3,0.7609,1.502,563.0173,0.411,0.44279,45.5767,0.435,0.9834,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=normal; cpu=0.76; memory_gb=1.50; latency_budget_ms=45.6; energy_sensitivity=0.44; edge_locality=0.98,normal
workload-000287,4817.59154,TC,3,5.7877,4.2439,731.6446,14.7333,1.02674,280.403,0.8536,0.1989,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=5.79; memory_gb=4.24; latency_budget_ms=280.4; energy_sensitivity=0.85; edge_locality=0.20,normal
workload-000288,4873.72091,LS,2,1.3132,3.4313,257.5222,1.4664,0.19785,51.765,0.5884,0.8693,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.31; memory_gb=3.43; latency_budget_ms=51.8; energy_sensitivity=0.59; edge_locality=0.87,normal
workload-000289,4875.48948,TX,2,3.4842,5.7079,254.1362,1.4633,0.39784,98.6774,0.2654,0.3897,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=3.48; memory_gb=5.71; latency_budget_ms=98.7; energy_sensitivity=0.27; edge_locality=0.39,normal
workload-000290,4879.09428,LS,2,1.8589,2.1445,180.1938,0.6942,0.19401,49.6357,0.5443,0.842,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.86; memory_gb=2.14; latency_budget_ms=49.6; energy_sensitivity=0.54; edge_locality=0.84,normal
workload-000291,4883.52427,HB,1,2.4368,8.6067,78.9607,4.6414,0.4713,191.3606,0.7368,0.5931,hybrid microservice chain with variable compute and latency demand; priority=1; regime=normal; cpu=2.44; memory_gb=8.61; latency_budget_ms=191.4; energy_sensitivity=0.74; edge_locality=0.59,normal
workload-000292,4923.56266,TX,2,2.9509,3.248,432.0082,3.1708,0.24098,124.1708,0.3005,0.6076,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=2.95; memory_gb=3.25; latency_budget_ms=124.2; energy_sensitivity=0.30; edge_locality=0.61,normal
workload-000293,4956.69891,TC,1,7.3545,14.642,412.42,4.0791,3.02972,337.8849,0.9172,0.2027,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=7.35; memory_gb=14.64; latency_budget_ms=337.9; energy_sensitivity=0.92; edge_locality=0.20,normal
workload-000294,4965.21315,HB,2,5.0078,4.4203,514.9453,2.4404,0.45329,241.6461,0.3946,0.624,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=5.01; memory_gb=4.42; latency_budget_ms=241.6; energy_sensitivity=0.39; edge_locality=0.62,normal
workload-000295,4988.73556,LS,1,1.1326,1.5925,370.8946,1.47,0.14056,35.536,0.4928,0.8994,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.13; memory_gb=1.59; latency_budget_ms=35.5; energy_sensitivity=0.49; edge_locality=0.90,normal
workload-000296,5005.05785,LS,1,1.7962,2.9581,475.7305,1.8636,0.1299,44.2081,0.6007,0.7812,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.80; memory_gb=2.96; latency_budget_ms=44.2; energy_sensitivity=0.60; edge_locality=0.78,normal
workload-000297,5048.67078,TC,2,3.067,11.3607,331.2249,10.0559,2.34645,329.6687,0.9502,0.1399,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=3.07; memory_gb=11.36; latency_budget_ms=329.7; energy_sensitivity=0.95; edge_locality=0.14,normal
workload-000298,5063.24214,TC,2,3.3307,17.4945,465.1573,7.1237,2.79429,255.4294,0.9086,0.1956,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=3.33; memory_gb=17.49; latency_budget_ms=255.4; energy_sensitivity=0.91; edge_locality=0.20,normal
workload-000299,5087.74122,TC,1,2.666,5.6792,548.3078,18.9065,3.56916,270.8749,0.9465,0.0916,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=2.67; memory_gb=5.68; latency_budget_ms=270.9; energy_sensitivity=0.95; edge_locality=0.09,normal
workload-000300,5090.80226,TC,2,5.0664,17.1726,486.2536,13.9285,3.83191,299.9247,0.9333,0.2064,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=5.07; memory_gb=17.17; latency_budget_ms=299.9; energy_sensitivity=0.93; edge_locality=0.21,normal
workload-000301,5095.10991,TC,2,4.6928,11.6914,445.8309,18.3024,1.01089,334.8186,0.7303,0.028,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=4.69; memory_gb=11.69; latency_budget_ms=334.8; energy_sensitivity=0.73; edge_locality=0.03,normal
workload-000302,5102.35926,LS,1,2.0194,0.8314,295.5873,0.7465,0.33581,35.8552,0.4377,0.7615,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=2.02; memory_gb=0.83; latency_budget_ms=35.9; energy_sensitivity=0.44; edge_locality=0.76,normal
workload-000303,5104.82443,TX,2,0.9993,6.2106,300.3292,0.2364,0.37568,121.2637,0.4253,0.4121,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.00; memory_gb=6.21; latency_budget_ms=121.3; energy_sensitivity=0.43; edge_locality=0.41,normal
workload-000304,5118.23946,LS,1,2.3331,2.3601,464.7819,0.1514,0.25536,51.3104,0.5431,0.908,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=2.33; memory_gb=2.36; latency_budget_ms=51.3; energy_sensitivity=0.54; edge_locality=0.91,normal
workload-000305,5128.58946,LS,2,2.3755,4.6403,215.6715,1.4271,0.43641,50.3099,0.4271,0.8171,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.38; memory_gb=4.64; latency_budget_ms=50.3; energy_sensitivity=0.43; edge_locality=0.82,normal
workload-000306,5129.90229,LS,2,0.8833,2.325,406.4027,0.4199,0.33735,47.3789,0.4519,0.8354,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=0.88; memory_gb=2.33; latency_budget_ms=47.4; energy_sensitivity=0.45; edge_locality=0.84,normal
workload-000307,5141.26677,LS,1,1.1102,2.9162,90.9199,1.7693,0.35343,53.1576,0.4281,0.7811,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=1.11; memory_gb=2.92; latency_budget_ms=53.2; energy_sensitivity=0.43; edge_locality=0.78,normal
workload-000308,5147.65394,TC,2,2.0753,4.0807,809.4367,7.7165,2.76872,324.047,0.9877,0.167,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=2.08; memory_gb=4.08; latency_budget_ms=324.0; energy_sensitivity=0.99; edge_locality=0.17,normal
workload-000309,5151.14049,TX,2,3.3971,6.3178,163.8949,2.5139,0.21652,108.1781,0.3922,0.4301,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=3.40; memory_gb=6.32; latency_budget_ms=108.2; energy_sensitivity=0.39; edge_locality=0.43,normal
workload-000310,5162.01603,TC,2,6.3175,7.835,496.649,9.1709,0.85102,261.5653,0.7994,0.314,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=6.32; memory_gb=7.84; latency_budget_ms=261.6; energy_sensitivity=0.80; edge_locality=0.31,normal
workload-000311,5231.83567,HB,2,2.4397,10.208,202.1163,2.7019,2.05388,237.7166,0.6301,0.6354,hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=2.44; memory_gb=10.21; latency_budget_ms=237.7; energy_sensitivity=0.63; edge_locality=0.64,normal
workload-000312,5236.56866,TC,3,6.6204,16.5083,404.4877,19.4269,1.82743,332.5676,0.8971,0.2108,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=6.62; memory_gb=16.51; latency_budget_ms=332.6; energy_sensitivity=0.90; edge_locality=0.21,normal
workload-000313,5273.49647,TX,3,0.9327,5.9076,324.4452,2.6563,0.29111,97.1872,0.414,0.3397,transactional service requiring stable latency and low jitter; priority=3; regime=normal; cpu=0.93; memory_gb=5.91; latency_budget_ms=97.2; energy_sensitivity=0.41; edge_locality=0.34,normal
workload-000314,5289.64949,LS,3,1.4489,4.5855,355.7675,1.9331,0.35153,48.9874,0.535,0.7845,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=normal; cpu=1.45; memory_gb=4.59; latency_budget_ms=49.0; energy_sensitivity=0.53; edge_locality=0.78,normal
workload-000315,5302.37554,HB,3,2.9048,11.3997,194.8557,3.9537,1.20232,87.4712,0.4685,0.7849,hybrid microservice chain with variable compute and latency demand; priority=3; regime=normal; cpu=2.90; memory_gb=11.40; latency_budget_ms=87.5; energy_sensitivity=0.47; edge_locality=0.78,normal
workload-000316,5304.21286,TX,2,2.8552,6.2331,210.5589,1.2602,0.4321,87.1943,0.4884,0.6116,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=2.86; memory_gb=6.23; latency_budget_ms=87.2; energy_sensitivity=0.49; edge_locality=0.61,normal
workload-000317,5347.54383,LS,2,2.694,1.9842,339.2176,1.8865,0.20607,45.8454,0.553,0.8849,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.69; memory_gb=1.98; latency_budget_ms=45.8; energy_sensitivity=0.55; edge_locality=0.88,normal
workload-000318,5372.04172,TX,2,2.9912,3.6816,370.1493,1.8607,0.45203,120.5674,0.4965,0.6675,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=2.99; memory_gb=3.68; latency_budget_ms=120.6; energy_sensitivity=0.50; edge_locality=0.67,normal
workload-000319,5419.84165,TX,2,1.7073,6.874,132.0589,2.9169,0.69306,103.8743,0.4774,0.5636,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.71; memory_gb=6.87; latency_budget_ms=103.9; energy_sensitivity=0.48; edge_locality=0.56,normal
workload-000320,5431.06502,LS,2,0.8906,2.0027,220.4373,1.4735,0.39042,35.4425,0.403,0.8267,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=0.89; memory_gb=2.00; latency_budget_ms=35.4; energy_sensitivity=0.40; edge_locality=0.83,normal
workload-000321,5433.8452,LS,2,2.849,1.0592,207.4023,1.3105,0.10289,59.3341,0.5029,0.9704,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=2.85; memory_gb=1.06; latency_budget_ms=59.3; energy_sensitivity=0.50; edge_locality=0.97,normal
workload-000322,5444.31934,TX,2,1.5096,6.2665,199.3417,1.0029,0.58504,102.1775,0.4271,0.4515,transactional service requiring stable latency and low jitter; priority=2; regime=normal; cpu=1.51; memory_gb=6.27; latency_budget_ms=102.2; energy_sensitivity=0.43; edge_locality=0.45,normal
workload-000323,5460.47737,LS,2,1.3858,2.1498,398.1046,1.9739,0.13342,41.5331,0.6352,0.8654,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=normal; cpu=1.39; memory_gb=2.15; latency_budget_ms=41.5; energy_sensitivity=0.64; edge_locality=0.87,normal
workload-000324,5462.42007,TC,1,2.178,19.0594,307.4548,8.0776,3.35165,221.8538,0.8607,0.294,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=normal; cpu=2.18; memory_gb=19.06; latency_budget_ms=221.9; energy_sensitivity=0.86; edge_locality=0.29,normal
